text,page,big_category,small_category,detail,URL,file_1,file_2,file_3,file_4,file_5,file_6,file_7,file_8,file_9,file_10
"大分類：安全なドライブのために,小分類：SRS エアバッグ以下の文章についての説明：SRS エアバッグの取り扱いについてSRSエアバッグの取り扱い

警告
- シートベルトは必ず着用してください。SRSエアバッグはシートベルトを補助するための装置でシートベルトの代わりではありません。
- シートベルトを正しく着用してください。シートベルトを着用していないと、急ブレーキなどで放り出されると同時にSRSエアバッグが膨らんだ場合、強い衝撃を受ける危険です。
- シートを正しい位置に調整してください。シートを正しい位置に調整しないと、SRSエアバッグの効果を発揮させることができず、衝突したときに重大な衝撃を受けるおそれがあり危険です。
- 正しい姿勢でシートに座ってください。正しい姿勢で座らないとSRSエアバッグの効果を発揮させることができません。また、運転席SRSエアバッグがハンドルに近付きすぎるとSRSエアバッグが膨らむときに重大な衝撃を受けるおそれがあります。

警告
● ハンドル、インストルメントパネルは、絶対に取り外したり、分解しないでください。また、強い衝撃をあたえないでください。いざというときに作動しないおそれがあります。
● SRSエアバッグは、絶対に改造や分解をしないでください。
● SRSエアバッグが膨らんだあとに、その構成部品に触れないでください。非常に熱くなっているのでやけどをするおそれがあります。
● 助手席SRSエアバッグについては必ず下記の注意事項をお守りください。
  ・シートの前端に座ったり、インストルメントパネルにもたれかかったりしないでください。また、お子さまをインストルメントパネルの前に立たせたり、ひざの上に抱いたりしないでください。助手席SRSエアバッグは瞬時に車室内に大きく膨らみますので、SRSエアバッグが膨らんだときの強い衝撃で重大な傷害を受けるおそれがあり危険です。
● 助手席にチャイルドシートを取り付けないでください。事故などでSRSエアバッグが膨らんだときの強い衝撃で生命にかかわる重大な傷害におよぶか、最悪の場合死亡につながるおそれがあります。
● お子さまを乗せるときは、シートベルトが首やあごに当たっておらず、腰骨に密着していることを確認してください。正しく着用されていないと、衝突したときなどに首や腹部に強い圧迫を受け、重大な傷害を受けるおそれがあります。
● SRSエアバッグの展開部にステッカーを貼ったり、カバーを付けたりしないでください。いざというときにパッド部が開かずSRSエアバッグが作動しないおそれがあります。

警告
● インストルメントパネルの上に飲み物や物を置かないでください。SRSエアバッグが膨らむときの衝撃でけがをするおそれがあります。

● ステアリングパッド、インストルメントパネルの上などSRSエアバッグ展開部は、強くたたくなど過度の力を加えないでください。
SRSエアバッグが正常に作動しなくなるおそれで、重大な傷害を受けるおそれがあり危険です。
● SRSエアバッグの効力を十分に発揮させるため、下記の事項を必ず守ってください。
  - サスペンションを改造しないでください。車高が変わったり、サスペンションの硬さが変わるとSRSエアバッグの誤作動につながるおそれがあります。
  - 車両前部にグリルガードなどを装着する場合は、最寄りのダイハツサービス工場にご相談ください。
● 無線機の電波などは、SRSエアバッグを作動させるコンピューターに悪影響をおよぼすおそれがありますので、無線機などを取り付けるときは、ダイハツサービス工場にご相談ください。
● SRSエアバッグは非常に速い速度で膨らむため、SRSエアバッグの接触により擦り傷やけど、打撲などを受けることがあります。

注意
● SRSエアバッグが作動すると作動音とともに白い煙のようなガスが発生しますが、火災ではありません。このガスを吸うと、喘息などの呼吸器系を患った経験のある方は、呼吸が苦しくなることがあります。
この場合は、乗員が車外に出て安全であることを確認して、車外に出てください。なお、車外に出ることができない場合は、窓や戸を開けて新鮮な空気を入れてください。
また、SRSエアバッグ作動時の残留物（カスなど）が目や皮膚に付着したときは、できるだけ早く水で洗い流してください。皮膚の弱い方は、まれに皮膚が刺激する場合があります。
● 衝突時などに助手席SRSエアバッグが膨らむことによって、車両のフロントウインドガラスが破損することがあります。

注意
●SRSエアバッグは一度作動すると再使用できません。必ずダイハツサービス工場で交換してください。
●下記のような場合は必ずダイハツサービス工場にご相談ください。お客様自身で行うと、SRSエアバッグが思いがけなく作動し、故障や思わぬ事故につながるおそれがあります。
  ●ハンドルを取り外すとき
  ●車両前部を修理するとき
●車やSRSエアバッグを廃棄するときは必ずダイハツサービス工場にご相談ください。SRSエアバッグが思いがけず作動し、けがをするおそれがあります。
●SRSエアバッグが収納されているパッド部に傷が付いていたり、ひび割れがあるときは、そのまま使用せずダイハツサービス工場で交換してください。衝突したときなどSRSエアバッグが正常に作動せず、けがをするおそれがあります。
","44,45,46,47",安全なドライブのために,SRS エアバッグ,SRS エアバッグの取り扱いについて,"https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=44,45,46,47",page45_1.png,page45_2.png,page46_1.png,,,,,,,
"大分類：安全なドライブのために,小分類：SRS エアバッグ以下の文章についての説明：SRSエアバッグコンピューターについて
SRSエアバッグコンピューター
SRSエアバッグを制御する装置です。

注意
●SRSエアバッグコンピューターは、絶対に取り外したり、分解しないでください。SRSエアバッグが誤って展開したり、いざというときに作動しないおそれがあります。
●SRSエアバッグコンピューターには、水、飲み物などをかけないようにご注意してください。
●SRSエアバッグコンピューターおよびその近くを強くたたいたり、蹴ったりしないでください。
●SRSエアバッグが一度作動すると再使用できません。ダイハツサービス工場で交換してください。",47,安全なドライブのために,SRS エアバッグ,SRSエアバッグコンピューターについて,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=47,page47_1.png,,,,,,,,,
"大分類：安全なドライブのために,小分類：セキュリティ機能以下の文章についての説明：イモビライザー機能についてイモビライザー機能
車両の盗難防止のため、電子カードキーおよびメインキーには信号発信機が内蔵されており、あらかじめ登録されたキー以外ではエンジンの始動ができません。
▼ 操作方法
● エンジンスイッチを“OFF”にすると、イモビライザー機能が作動し、セキュリティインジケーターが点滅します。
● エンジンスイッチを“OFF”から“ACC”にすると、イモビライザー機能が解除され、セキュリティインジケーターが消灯します。
（セキュリティインジケーター→ 103 ページ）
●セキュリティインジケーターはセキュリティアラームと兼用しているため、キーフリー操作・電子カードキーのリモコン操作により施錠すると、約 30 秒間点灯に変わります。
●セキュリティアラームが解除されていない場合は、エンジンスイッチを“ACC”にしても消灯しない場合があります。
● 電子カードキー、メインキーに登録された信号はキーごとに異なります。

イモビライザー機能のメンテナンスは不要です。
イモビライザー機能を正常に作動させるために
●イモビライザー機能の改造や取り外しをしないでください。システムが正常に作動しないおそれがあります。",48,安全なドライブのために,セキュリティ機能,イモビライザー機能について,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=48,page48_1.png,,,,,,,,,
"大分類：安全なドライブのために,小分類：セキュリティ機能以下の文章についての説明：セキュリティアラームについてとアラームのセット方法セキュリティアラーム
セキュリティアラームは、不正な侵入を検知した場合に、音と光で周囲に異常を知らせる機能です

知識
セキュリティアラームについて
セキュリティアラームは、周囲に異常を知らせる機能です。室内への侵入・盗難を防ぐ機能ではありません。
ほかの方にお車を貸したときや、セキュリティアラームの作動について知らない方が運転するときは、セキュリティアラームについて十分ご説明ください。
セキュリティアラームの作動について知らない方が操作を誤った場合、警報が作動し周辺への迷惑になります。

ドアを施錠する前の確認
●セキュリティアラームの思わぬ作動および盗難を防ぐため以下のことを必ず確認してください。
●車内に人が乗っていないか


●ドアガラス、アクティブトップが閉じているか
●車内に貴重品などを放置していないか

セキュリティアラームのセット方法
アクティブトップが開いているときは閉じてください。

1 すべてのドア・トランクを閉める

2 次のいずれかの方法ですべてのドアを施錠する
（セキュリティインジケーターが点灯）
●キーフリーシステムのリクエストスイッチ操作
●電子カードキーのリモコン操作

3 30秒以上経過すると、自動的にセットされる
（セットされると、セキュリティインジケーターが点灯から点滅に変わる）

知識
●キーフリーシステムのリクエストスイッチ操作または電子カードキーのリモコン操作以外で施錠した場合、セキュリティアラームはセットされません
（タイマーロック機能で施錠された場合は、セットされます）
●セキュリティインジケーターが点灯してから約30秒以内に下記の操作をしたときは、セキュリティアラームのセットが中断されます。
●運転席ドアを解錠したとき
●ドアまたはトランクを開けたとき
●エンジンスイッチを”ON”にしたとき",49,安全なドライブのために,セキュリティ機能,セキュリティアラームについてとアラームのセット方法,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=49,,,,,,,,,,
"大分類：安全なドライブのために,小分類：セキュリティ機能以下の文章についての説明：アラームのセット解除と作動時について安全なドライブのために セキュリティ機能
セキュリティアラームのセット解除
下記のいずれかの操作でセキュリティアラームのセット（警戒状態）を解除します。
● キーフリーシステムのリクエストスイッチ操作でドアを解錠する
● 電子カードキーのリモコン操作でドアを解錠する、またはトランクを開ける
● エンジンスイッチを“ON”にする

知識
セキュリティアラームのセット中にトランクを開けたときは
●リクエストスイッチ操作でトランクを開けると、待機状態になり、そのままトランクを閉めると、
約 30 秒後に自動的にセットされます。
● 電子カードキーのリモコン操作でトランクを開けると、ドアが解錠された段階でセット解除されます。
セキュリティインジケーターについて
●イモビライザー機能のインジケーターを兼ねているため、セキュリティアラームのセットを解除
しても、エンジンスイッチを“ACC”にするまで消灯しません。
また、エンジンスイッチを“ACC”から“OFF”にすると点滅します。

セキュリティアラーム作動
セキュリティアラームがセットされた状態で、ドアまたはトランクがキーフリーシステムのリ
クエストスイッチ操作または電子カードキーのリモコン操作以外で解錠されたり、開けられ
たりすると、セキュリティアラームが 2 段階で作動します。
▼ 1次作動
● セキュリティインジケーターが点滅
● 非常点滅灯が 10 秒間点滅
● 室内ブザーが 10 秒間断続して鳴る
1 次作動の間に警報が解除されなかった場合、2 次作動に入ります。
▼ 2 次作動
● セキュリティインジケーターが点滅
● 非常点滅灯が 30 秒間点滅
● 室内ブザーが 30 秒間断続して鳴る
● ホーンが 30 秒間断続して鳴る
●セキュリティアラーム作動中にドアまたはトランクを閉めても、作動は停止しません。
●セキュリティアラーム作動後にドアまたはトランクを閉めると、セキュリティアラームが再び警戒状態になりますが、施錠はされません。お車を離れる際は確実に施錠してください。",50,安全なドライブのために,セキュリティ機能,アラームのセット解除と作動時について,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=50,,,,,,,,,,
"大分類：安全なドライブのために,小分類：セキュリティ機能以下の文章についての説明：セキュリティアラーム作動の停止方法セキュリティアラーム作動の停止方法
以下のいずれかの操作でアラーム作動を停止できます。
● 電子カードキーの“LOCK”または“UNLOCK”スイッチを押す
● 電子カードキーを携帯して乗車する
● エンジンスイッチを“ON”にする

電子カードキーが使用できないとき
電池の消耗などにより、電子カードキーが使用できないときは、次の操作でアラーム作動を停止してください。
▼ 操作方法
1 ＜CVT 車＞ブレーキペダルをしっかりと踏む
＜マニュアル車＞クラッチペダルをいっぱいまで踏み込む
2 ペダルを踏んだまま、キーを図のようにエンジンスイッチに接触させる
● 電子カードキーは、裏面の中心付近をスイッチの中心に接触させます。
3 キーが認識されて警報が停止する
● 表示灯が点灯します。

知識
電池の消耗などにより、電子カードキーが使用できないときは
●メインキー、またはエマージェンシーキーでドアの施錠、解錠、およびエンジンスイッチの操
作を行うことができます。
（電子カードキーが使用できないとき→ 237ページ）",51,安全なドライブのために,セキュリティ機能,セキュリティアラーム作動の停止方法,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=51,page51_1.png,,,,,,,,,
"大分類：安全なドライブのために,小分類：セキュリティ機能以下の文章についての説明：アラームの作動経歴の確認安全なドライブのために セキュリティ機能

セキュリティアラーム作動履歴の確認
セキュリティアラームのセット中にアラームが作動したことを確認することができます。（2 次作動 した場合のみ）
確認方法
エンジンスイッチを”ON”にすると、室内ブザーが「ピーピッ」と鳴ります。
知識
作動履歴の確認は、2 次作動後、1 回のみ行うことができます。

セキュリティアラームのメンテナンスは不要です。

注意
セキュリティアラームを正常に作動させるために
セキュリティアラームの改造や取り外しをしないでください。システムが正常に作動しないおそれがあります。",52,安全なドライブのために,セキュリティ機能,アラームの作動経歴の確認,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=52,,,,,,,,,,
"大分類：車体各部の開閉,小分類：キー以下の文章についての説明：物理キーと電子キーの外観キー
キーはエンジンの始動や停止のほかに、ドアの施錠・解錠など車を操作するためになくてはならない物です。大切に管理してください。
▼ お客様にお渡しするキー
● お車には、電子カードキー 1 つとメインキー 1 つが付いています。
知識
● 電子カードキーは必ず運転者が携帯し、管理してください。

電子カードキー
▼ リモコン操作
● スイッチを押すと、以下の操作ができます。
?：ドアの施錠
?：ドアの解錠
?（長押し）：トランクを開ける
（ドアの施錠・解錠→ 66 ページ）
（トランクを開く→ 72 ページ）
▼ キーフリーシステム
● 電子カードキーをポケットなどに携帯する
と、次の操作が行えます。
● ドアを施錠・解錠する
● トランクを開ける
● エンジンを始動する
（キーフリーシステム→ 57 ページ）",54,車体各部の開閉,キー,物理キーと電子キーの外観,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=54,page54_1.png,page54_2.png,,,,,,,,
"大分類：車体各部の開閉,小分類：キー以下の文章についての説明：エマージェンシーキーとキーナンバープレートの外観エマージェンシーキーの取り出し方
▼ エマージェンシーキーの取り出しかた
● 電子カードキーのノブを（?）の方向にスライドさせたまま、エマージェンシーキーのフック部を（?）の方向に引いて取り出します。
知識
使用後は元に戻し、必ず電子カードキーと一緒に携帯してください。
電子カードキーが電池の消耗などで使用できなくなったときに必要になります。

キーナンバープレート
キーナンバーは、キーではなくプレートに打刻しています。
●プレートは、お客様以外にキーナンバーがわからないように、車両以外の場所に大切に保管してください。",55,車体各部の開閉,キー,エマージェンシーキーとキーナンバープレートの外観,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=55,page55_1.png,page55_2.png,,,,,,,,
"大分類：車体各部の開閉,小分類：キー以下の文章についての説明：キーの取り扱いに関する注意事項が書いてあるキーの取り扱い
注意事項
故障を防ぐために
● 電子カードキー・メインキーには精密な電子部品が組み込まれています。故障の原因になりますので、下記のことを守り、取り扱いには注意してください。
● 電子カードキーをズボンなどの後ろポケットに入れない
● 直射日光や高温下に放置しない
● 落とすなどして、強い衝撃や圧力を加えない
● 水にぬらさない
● 分解をしない
● 超音波洗浄機などにかけない
● 磁気を帯びたキーホルダーなどを付けない",55,車体各部の開閉,キー,キーの取り扱いに関する注意事項が書いてある,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=55,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：キーの取り扱いに関する知識が書かれている
知識
●電子カードキーは、人体に影響しない程度の微弱な電波を使用しています。

航空機に乗るときは
●航空機に電子カードキーを持ち込む場合は、航空機内で“LOCK”、“UNLOCK”のボタンを押さないでください。また、かばんなどに保管する場合でも、簡単にボタンが押されないように保管してください。ボタンが押されると電波が発信され、航空機の運行に支障をおよぼすおそれがあります。

電子カードキーが使用できないときは
●電池の消耗などにより電子カードキーが使用できないときは、エマージェンシーキー、またはメインキーを使用してください。
（電子カードキーが使用できないとき→237ページ）

電子カードキーの電池寿命について
●1日10回程度の乗降で約2年です。（電子カードキーは車両との通信のために常に受信動作をしているため電池を消費しています）
ただし、電子カードキーのスイッチ操作（ドアの施錠・解錠など）の使用頻度が高い場合、または電子カードキーの保管状況によって著しく電池寿命が短くなるおそれがあります。
●電子カードキーの電池残量が少なくなると、警告灯とブザー音でお知らせします。
（キーフリー電池残量警告→63ページ）
●下記のおそれる強い電波を発するおそれのある機器の近くや車内、または車両の近くに電子カードキーを置かないでください。電子カードキーが常時通信状態になり、電池が著しく消耗します。
・テレビ
・オーディオ
・パソコン
・ACアダプター
・携帯電話、コードレス電話
・充電器
・電気スタンド
・低周波治療器などの医療用電気機器
・液晶表示器
・モーター類
●ボタンを押しても作動しない場合や、著しく作動可能距離が短くなった場合、またはインジケーターが点滅しなくなった場合は、電池の消耗が考えられます。早めに電池を交換してください。
（キーの電池交換→207ページ）

知識
メインキーについて
●大切に保管しておいてください。
キーのご購入について
●電子カードキーとメインキーはそれぞれ最大4個（合わせて8個）まで設定することができます。
ご購入方法、ご使用方法についてはダイハツサービス工場にご相談ください。
万一キーを紛失したときは
●キーナンバーをダイハツサービス工場にご連絡いただければ、純正キーを作ることができます。",56,車体各部の開閉,車体の各部の開閉,キーの取り扱いに関する知識が書かれている,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=56,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：キーフリーシステムについて説明キーフリーシステム
電子カードキーをポケットなどに携帯すると、次の操作が行えます。
●ドアを施錠・解錠する
●トランクを開ける
●エンジンの始動・モード切り替えをする

また、電子カードキーのスイッチを操作すると、次の操作が行えます。
●ドアを施錠・解錠する
●トランクを開ける

（ドアの施錠・解錠→66ページ）
（トランクを開く→72ページ）
（エンジンスイッチ→129ページ）

知識
電子カードキーは必ず運転者が携帯し、管理してください。",57,車体各部の開閉,車体の各部の開閉,キーフリーシステムについて説明,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=57,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：キーフリーシステムの発信機について説明■ 発信機
車両の発信機から発せられる電波を電子カードキーが感知することによって、キーフリーシステムが作動します。
■ 発信機の位置
1. 車外発信機
2. 車内発信機
3. トランク外発信機
4. トランク内発信機

■ 警告
植込み型心臓ペースメーカー、および植込み型除細動器を使用されている方へ
● 車外発信機・車室内発信機から約22cm以内に近づかないようにしてください。ドア開閉操作、各ドア・トランクのリクエストスイッチ操作時、エンジン始動時などに車両の発信機から発せられる電波により、植込み型心臓ペースメーカー、および植込み型除細動器の作動に影響をあたえるおそれがあります。
● 植込み型心臓ペースメーカー、および植込み型除細動器以外の医療用電気機器を使用されている方は、電波による影響について、医療用電気機器製造業者などに事前に確認してください。
電波により、医療用電気機器の作動に影響をあたえるおそれがあります。

■ 知識
発信機の電波を停止したいときは
● 発信機から発する電波を停止（キーフリーシステムを停止）させることもできます。詳しくは、最寄りのダイハツサービス工場にご相談ください。
● 発信機から発する電波を停止させるときは、エンジンスイッチに電子カードキー、またはメインキーを接触させなければエンジンを始動できません。（電子カードキーのリモコン操作は行えます）

（エンジンのかけかた → 238ページ）",58,車体各部の開閉,車体の各部の開閉,キーフリーシステムの発信機について説明,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=58,page58_1.png,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：キーフリーシステムの作動範囲について説明作動範囲
リクエストスイッチ作動
リモコン作動
エンジンスイッチ作動
知識
● 周囲の状況により、作動範囲が変化することがあります。
リクエストスイッチ作動が正常に作動しないおそれのある状況
● 電子カードキーの携帯のしかたにより、リクエストスイッチを押しても施錠・解錠がされない場
合があります。
● 下記のような場合は、電子カードキーが作動範囲にあっても、正常に作動しない場合があり
ます。
● ドアの施錠・解錠時に、電子カードキーをドアガラスやドアハンドル周辺に近付けすぎたとき
● トランクを開閉するときに、電子カードキーをトランクのリクエストスイッチ周辺に近付けすぎたとき
● トランクを閉めるときに、電子カードキーをトランクの上に置いているとき
● 地面の近く、もしくは高い場所に電子カードキーがあるとき

知識
エンジンスイッチ作動が正常に作動しないおそれのある状況
●インストルメントパネルの上や中（グローブボックス内など）・荷室・ドアポケット内など、電波を感知しない場所があります。
●車外でもドアやアハンドルに近付きすぎた場合は、エンジン始動が可能になることがあります。

キーフリーシステムが正常に作動しないおそれのある状況
●近くに下記のような強い電波を発生する設備があるとき
  ・TV塔
  ・発電所
  ・放送局
  ・電光掲示板
  ・ガソリンスタンド
  ・コインパーキング
●無線機や携帯電話などの無線通信機器やポータブルオーディオ、または他の電子カードキーと一緒に携行したとき
●電子カードキー本体が金属製の物と接していたり、覆われたりしているとき
●電子カードキーの電池が消耗しているとき",59,車体各部の開閉,車体の各部の開閉,キーフリーシステムの作動範囲について説明,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=59,page59_1.png,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、電子カードキーの持ち出しについて警告している
警告ブザー、メーター表示による警告
キーフリーシステムでは、誤操作や車両の盗難を防ぐために、警告ブザーとメーター表示で警告を行います。

電子カードキー持ち出し警告
▼ 原因
● エンジンスイッチが“ACC”または“ON”
のときに、いずれかのドアを開けて電子
カードキーを車外に持ち出しドアを閉める
▼ 警告音
● 車内で「ピピピピピ」、車外で「ピッピッ
ピッ」と警告ブザーが鳴る
▼ メーター表示
● キーフリー警告灯が高速点滅する
▼ 対処方法
電子カードキーを携帯して乗車してください。
知識
●ドア開閉をせずに電子カードキーを車外に持ち出したときは、警告は行われません。
● 電子カードキーを車外に置いたまま、いずれかのドアを一度開けてから閉めたときも、同様の警告が行われます。",61,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、電子カードキーの持ち出しについて警告している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=61,page60_1.png,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、電子カードキー置き忘れについての警告を説明しているエンジンスイッチ切り忘れ警告 ①
▼ 原因
● エンジンスイッチが“ACC”のときに運転席ドアを開ける
▼ 警告音
● 車内で「ピッピッピッ･･･」と警告ブザーが鳴り続ける
▼ 対処方法
エンジンスイッチを“OFF”にして、ドアを閉めてください。

エンジンスイッチ切り忘れ警告 ②
▼ 原因
● エンジンスイッチが“ACC”または“ON”のときに、ドアのリクエストスイッチで施錠しようとする
▼ 警告音
● 車外で「ピーッ」と警告ブザーが鳴る
▼ 対処方法
エンジンスイッチを“OFF”にして、ドアを施錠してください。",61,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、電子カードキー置き忘れについての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=61,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、電子カードキー置き忘れについての警告を説明している
電子カードキー置き忘れ警告
▼ 原因
● 車内に電子カードキーが放置された状態で、ドアのリクエストスイッチで施錠しようとする
▼ 警告音
● 車外で「ピーッ」と警告ブザーが鳴る
▼ 対処方法
電子カードキーを携帯して、ドアを施錠してください。",61,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、電子カードキー置き忘れについての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=61,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、半ドアについての警告を説明している
■半ドア警告
▼原因
●いずれかのドアが開いているとき（半ドア警告灯が点灯時）に、
・ドアのリクエストスイッチで施錠しようとする
・電子カードキーのリモコン操作でドアを施錠しようとする

▼対処方法
すべてのドアを閉めてから施錠してください。

▼警告音
●車外で「ピーッ」と警告ブザーが鳴る",62,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、半ドアについての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=62,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、電子カードキーのとじ込みについての警告を説明している
■電子カードキー閉じ込み警告１
▼原因
A. 車内に電子カードキーが放置された状態で、車内の運転席ドアのロックレバーを施錠方向に押込む、運転席アウターハンドルを引いたままドアを閉めた
B. トランクに電子カードキーが放置された状態で、トランクを閉めた

▼対処方法
電子カードキーを携帯して、
A. ドアを施錠してください。
B. トランクを閉めてください。

▼警告音
A. 車外で「ピーッ」と警告ブザーが鳴り、同時にすべてのドアが解錠する
B. 車外で「ピーッ」と警告ブザーが鳴り、トランクが開く",62,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、電子カードキーのとじ込みについての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=62,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、電子カードキーのとじ込みについての警告を説明している
■電子カードキー閉じ込み警告２
▼原因
●エンジンスイッチが“ACC”または“OFF”のときに、すべてのドアが施錠されている状態で、運転席以外のドアロックレバーを車内から解錠し、ドアを開けて閉めた

▼対処方法
電子カードキーを携帯して、ドアを施錠してください。

▼警告音
●車外で「ピーッ」と警告ブザーが鳴り、同時にすべてのドアが解錠する（エンジンスイッチが“ACC”のときは、警告ブザーは鳴りません）

対処方法
電子カードキーを携帯して、ドアを施錠してください",62,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、電子カードキーのとじ込みについての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=62,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、キーフリー電池残量についての警告を説明している
キーフリー電池残量警告
▼ 原因
● 電子カードキーの電池切れが近いときに、エンジンスイッチを“OFF”にした
▼ 警告音
● 車内で「ピッピッピッ」と警告ブザーが鳴る
▼ メーター表示
● キーフリー警告灯が点滅する
▼ 対処方法
新しい電池に交換してください。
（キーの電池交換→ 207 ページ）",63,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、キーフリー電池残量についての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=63,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、ハンドルロック未完了についての警告を説明している
ハンドルロック未完了警告
▼ 原因
● 運転席ドアが開いているときに、エンジンスイッチを“ON”から“OFF”にする
▼ 警告音
● 車内で「ポーン ポーン ポーン ･･･」と警告ブザーが鳴り続ける
▼ 対処方法
運転席ドアを閉めてください。",63,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、ハンドルロック未完了についての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=63,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、キーなしついての警告を説明しているキー無し警告
▼ 原因
● 電子カードキーを携帯せずにエンジンスイッチを押した
▼ メーター表示
● キーフリー警告灯が点滅する
▼ 対処方法
● 電子カードキーを携帯してエンジンスイッチを押してください。
● 電子カードキーを携帯してエンジンスイッチを押しても、キーフリー警告灯が点滅する場合は、電子カードキーの電池が切れています。新しい電池と交換してください。
（一時的な対処として、電子カードキーをエンジンスイッチに接触させるとエンジン始動が可能です）
（キーの電池交換→ 207 ページ）
（電子カードキーが使用できないとき→ 237 ページ）",63,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、キーなしついての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=63,,,,,,,,,,
"大分類：車体各部の開閉,小分類：車体の各部の開閉以下の文章についての説明：警告ブザー、メーター表示による警告のうち、キーフリーシステムの異常についての警告を説明しているキーフリーシステム異常警告
▼ 原因
● キーフリーシステムに異常がある
▼ メーター表示
● キーフリー警告灯が点灯する
▼ 対処方法
ただちにダイハツサービス工場で点検を受けてください。",63,車体各部の開閉,車体の各部の開閉,警告ブザー、メーター表示による警告のうち、キーフリーシステムの異常についての警告を説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=63,,,,,,,,,,
